DBN,School Name,School Type,Total Parent Response Rate (%),Total Teacher Response Rate (%),Total Student Response Rate (%),class
30Q112,P.S. 112 Dutch Kills,ES,72,100,,False
30Q122,P.S. 122 Mamie Fay,ES/MS,97,86,100.0,False
30Q126,Albert Shanker School for Visual and Performing Arts,MS,12,74,89.0,False
30Q127,P.S. 127 Aerospace Science Magne,ES/MS,60,49,97.0,True
30Q141,I.S. 141 The Steinway,MS,95,97,96.0,False
30Q145,I.S. 145 Joseph Pulitzer,MS,76,98,97.0,False
30Q148,P.S. 148 Queens,ES,70,87,,False
30Q149,P.S. 149 Christa Mcauliffe,ES,83,100,,False
30Q150,P.S. 150 Queens,ES,67,53,100.0,False
30Q151,P.S. 151 Mary D. Carter,ES,49,67,,True
30Q152,P.S. 152 Gwendoline N. Alleyne School,ES,48,43,100.0,False
30Q166,P.S. 166 Henry Gradstein,ES,53,68,,False
30Q171,P.S. 171 Peter G. Van Alst,ES,48,67,,False
30Q204,I.S. 204 Oliver W. Holmes,MS,60,100,97.0,True
30Q212,P.S. 212,ES,85,83,,False
31R061,I.S. 061 William A Morris,MS,50,96,96.0,True
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,ECC,74,100,,False
30Q227,I.S. 227 Louis Armstrong,MS,81,77,92.0,False
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,ECC,92,63,,False
30Q230,I.S. 230,MS,76,87,95.0,True
30Q234,P.S. 234,ES,95,71,,False
30Q235,Academy for New Americans,MS,99,100,98.0,False
30Q280,P.S. 280,ECC,82,83,,False
30Q286,"Young Women's Leadership School, Astoria",MS/HS,83,68,99.0,False
30Q301,Academy for Careers in Television and Film,HS,79,100,98.0,False
30Q445,William Cullen Bryant High School,HS,21,64,58.0,True
30Q450,Long Island City High School,HS,24,63,73.0,True
30Q501,Frank Sinatra School of the Arts High School,HS,37,93,66.0,True
30Q502,Information Technology High School,HS,32,96,84.0,True
30Q555,Newcomers High School,HS,33,74,91.0,True
30Q575,Academy of American Studies,HS,37,90,98.0,True
30Q580,Baccalaureate School for Global Education,MS/HS,37,72,98.0,False
31R001,P.S. 001 Tottenville,ES,55,100,,False
31R002,I.S. R002 George L. Egbert,MS,60,65,96.0,True
31R003,P.S. 003 The Margaret Gioiosa School,ES,89,100,,False
31R004,P.S. 004 Maurice Wollin,ES,100,99,,False
31R005,P.S. 005 Huguenot,ES,97,100,,False
31R006,P.S. 6 Corporal Allan F. Kivlehan School,ES,89,83,,False
31R007,I.S. 007 Elias Bernstein,MS,75,62,98.0,False
31R008,P.S. 8 Shirlee Solomon,ES,100,97,,False
31R011,P.S. 11 Thomas Dongan School,ES,56,91,,True
31R013,P.S. 013 M. L. Lindemeyer,ES,33,88,,False
31R014,P.S. 014 Cornelius Vanderbilt,ES,56,54,,True
31R016,P.S. 016 John J. Driscoll,ES,44,73,,True
31R018,P.S. 018 John G. Whittier,ES,77,87,,False
31R019,P.S. 019 The Curtis School,ES,65,66,,False
31R020,P.S. 020 Port Richmond,ES,69,81,,False
31R021,P.S. 21 Margaret Emery-Elm Park,ES,79,95,,False
31R022,P.S. 022 Graniteville,ES,37,58,,True
31R023,P.S. 023 Richmondtown,ES,73,85,,False
31R024,I.S. 024 Myra S. Barnes,MS,78,83,98.0,True
31R026,P.S. 026 The Carteret School,ES,81,100,,False
31R027,I.S. 027 Anning S. Prall,MS,56,100,98.0,True
31R029,P.S. 029 Bardwell,ES,68,95,,False
31R030,P.S. 030 Westerleigh,ES,46,71,,False
31R031,P.S. 031 William T. Davis,ES,69,80,,False
31R032,P.S. 032 The Gifford School,ES,87,95,,False
31R034,I.S. 034 Tottenville,MS,99,100,100.0,False
31R035,P.S. 35 The Clove Valley School,ES,91,76,,False
31R036,P.S. 036 J. C. Drumgoole,ES,77,78,,True
31R038,P.S. 038 George Cromwell,ES,100,73,,False
31R039,P.S. 39 Francis J. Murphy Jr.,ES,55,87,,False
31R041,P.S. 041 New Dorp,ES,71,80,,True
31R042,P.S. 042 Eltingville,ES,74,95,,False
31R044,P.S. 044 Thomas C. Brown,ES,58,75,,False
31R045,P.S. 045 John Tyler,ES,59,79,,True
31R046,P.S. 046 Albert V. Maniscalco,ES,81,92,,False
31R047,CSI High School for International Studies,HS,61,91,95.0,False
31R048,P.S. 048 William C. Wilcox,ES,73,100,,False
31R049,I.S. 49 Berta A. Dreyfus,MS,25,63,90.0,True
31R050,P.S. 050 Frank Hankinson,ES,57,69,,False
31R051,I.S. 051 Edwin Markham,MS,37,88,95.0,True
31R052,P.S. 052 John C. Thompson,ES,82,69,,False
31R053,P.S. 053 Bay Terrace,ES,91,100,,False
31R054,P.S. 054 Charles W. Leng,ES,59,77,,True
31R055,P.S. 055 Henry M. Boehm,ES,87,91,,True
31R056,P.S. 56 The Louis Desario School,ES,94,70,,False
31R057,P.S. 057 Hubert H. Humphrey,ES,49,58,,True
31R058,Space Shuttle Columbia School,ES,100,98,,False
31R060,P.S. 060 Alice Austen,ES,78,89,,False
31R063,Marsh Avenue School for Expeditionary Learning,MS,82,97,92.0,False
31R064,Gaynor McCown Expeditionary Learning School,HS,45,84,96.0,True
31R065,P.S. 65 The Academy of Innovative Learning,ES,67,92,,False
31R069,P.S. 069 Daniel D. Tompkins,ES,89,100,,False
31R072,I.S. 072 Rocco Laurie,MS,78,96,95.0,True
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,ECC,62,83,,True
31R075,I.S. 075 Frank D. Paulo,MS,83,99,98.0,False
31R078,PS 78,ECC,65,69,,False
31R080,The Michael J. Petrides School,ES/MS/HS,58,85,97.0,False
31R440,New Dorp High School,HS,30,99,86.0,True
31R445,Port Richmond High School,HS,19,58,81.0,True
31R450,Curtis High School,HS,55,93,86.0,True
31R455,Tottenville High School,HS,27,92,85.0,False
31R460,Susan E. Wagner High School,HS,45,97,84.0,True
31R470,Concord High School,HST,45,100,82.0,False
31R600,Ralph R. McKee Career and Technical Education High School,HS,35,93,88.0,True
31R605,Staten Island Technical High School,HS,90,98,99.0,False
31R607,Staten Island Yabc,YABC,3,89,69.0,False
31R861,Staten Island School of Civic Leadership,ES/MS,75,98,99.0,False
32K045,P.S. 045 Horace E. Greene,ES/MS,79,93,100.0,False
32K075,P.S. 075 Mayda Cortiella,ES,78,96,,True
32K086,P.S. 086 The Irvington,ES,91,100,,False
32K106,P.S. 106 Edward Everett Hale,ES,61,78,,False
32K116,P.S. 116 Elizabeth L Farrell,ES,70,74,,False
32K123,P.S. 123 Suydam,ES,85,98,,True
32K145,P.S. 145 Andrew Jackson,ES,78,95,,True
32K151,P.S. 151 Lyndon B. Johnson,ES,65,84,,True
32K162,J.H.S. 162 The Willoughby,MS,37,88,92.0,True
32K168,The Brooklyn School for Math and Research,HS,51,100,89.0,False
32K274,P.S. 274 Kosciusko,ES,60,93,,False
32K291,J.H.S. 291 Roland Hayes,MS,67,100,92.0,True
32K296,I.S. 296 - The Anna Gonzalez Community School,MS,34,77,83.0,True
32K299,P.S. 299 Thomas Warren Field,ES,100,87,,True
32K347,I.S. 347 School of Humanities,MS,29,73,89.0,True
32K349,"I.S. 349 Math, Science & Tech.",MS,58,86,83.0,True
32K376,P.S. 376,ES,89,95,,False
32K377,P.S. 377 Alejandrina B. De Gautier,ES/MS,62,82,97.0,True
32K383,J.H.S. 383 Philippa Schuyler,MS,41,94,96.0,True
32K384,P.S. /I.S. 384 Frances E. Carter,ES/MS,81,100,96.0,False
32K403,Academy for Environmental Leadership,HS,66,96,91.0,True
32K545,EBC High School for Public Service–Bushwick,HS,48,68,85.0,True
32K549,Bushwick School for Social Justice,HS,49,91,84.0,False
32K552,Academy of Urban Planning,HS,33,100,69.0,True
32K554,All City Leadership Secondary School,MS/HS,38,86,91.0,False
32K556,Bushwick Leaders High School for Academic Excellence,HS,27,63,68.0,True
32K562,Evergreen Middle School for Urban Exploration,MS,40,100,89.0,True
32K564,Bushwick Community High School,HST,19,96,57.0,True
75K004,P.S. K004,D75,63,69,,False
75K036,P.S. 36,D75,78,64,87.0,False
75K053,P.S. K053,D75,63,95,99.0,False
75K077,P.S. K077,D75,54,42,93.0,False
75K140,P.S. K140,D75,35,62,66.0,True
75K141,P.S. K141,D75,26,60,68.0,True
75K231,P.S. K231,D75,59,68,100.0,False
75K368,P.S. 368,D75,29,80,60.0,False
75K369,P.S. K369 - Coy L. Cox School,D75,35,71,68.0,False
75K370,P.S. 370,D75,39,76,47.0,False
75K371,P.S. 371 - Lillian L. Rashkis,D75,44,64,56.0,False
75K372,P.S. 372 -The Children's School,D75,31,54,,False
75K373,P.S. 373 - Brooklyn Transition Center,D75,31,58,97.0,True
75K396,P.S. K396,D75,34,73,97.0,False
75K721,P.S. K721 - Brooklyn Occupational Training Center,D75,27,88,100.0,False
75K753,P.S. K753 - School for Career Development,D75,82,70,80.0,False
75K771,P.S. K771,D75,59,84,94.0,False
75K811,P.S. K811 Connie Lekas School,D75,37,76,95.0,False
75M035,P.S. 035,D75,14,82,49.0,True
75M079,P.S. M079 - Horan School,D75,60,62,100.0,True
75M094,P.S. M094,D75,40,63,,True
75M138,P.S. 138,D75,21,68,80.0,False
75M169,P.S. M169 - Robert F. Kennedy,D75,74,78,97.0,False
75M721,P.S. M721 - Manhattan Occupational Training Center,D75,51,66,99.0,False
75M751,Manhattan School for Career Development,D75,20,88,88.0,True
75M811,P.S. M811 - Mickey Mantle School,D75,41,45,91.0,False
75Q004,P.S. Q004,D75,66,94,96.0,False
75Q009,P.S. 009,D75,25,50,58.0,True
75Q023,P.S. Q023 @ Queens Children Center,D75,13,75,67.0,True
75Q075,Robert E. Peary School,D75,28,35,97.0,True
75Q177,P.S. Q177,D75,35,54,100.0,False
75Q224,P.S. Q224,D75,65,89,94.0,False
75Q233,P.S. Q233,D75,30,68,94.0,False
75Q255,P.S. Q255,D75,50,66,67.0,False
75Q256,P.S. Q256,D75,45,96,81.0,False
75Q721,John F. Kennedy Jr. School,D75,39,60,96.0,False
75Q752,Queens Transition Center,D75,27,58,82.0,True
75Q811,P.S. Q811,D75,27,48,91.0,False
75Q993,P.S. Q993,D75,50,88,98.0,False
75R025,South Richmond High School I.S./P.S. 25,D75,43,73,66.0,False
75R037,P.S. R037,D75,50,69,92.0,False
75R373,P.S. R373,D75,36,60,96.0,False
75R721,THE RICHARD H. HUNGERFORD SCHOOL,D75,67,85,100.0,False
75X010,P.S. X010,D75,44,68,88.0,False
75X012,P.S. X012 Lewis and Clark School,D75,12,35,58.0,True
75X017,P.S. X017,D75,65,93,94.0,True
75X168,P.S. 168,D75,36,58,62.0,True
75X176,P.S. X176,D75,23,49,98.0,False
75X186,P186X Walter J. Damrosch School,D75,23,43,69.0,False
75X188,P.S. X188,D75,38,79,88.0,True
75X352,The Vida Bogart School for All Children,D75,31,68,95.0,True
75X721,P.S. X721 - Stephen McSweeney School,D75,44,87,96.0,False
75X723,P.S. 723,D75,18,79,72.0,False
75X754,J. M. Rapport School Career Development,D75,19,74,57.0,True
75X811,P.S. X811,D75,31,68,94.0,False
84K037,Beginning with Children Charter School II,ECC,70,88,,False
84K125,Success Academy Charter School - Bed-Stuy 2,ECC,34,100,,False
84K129,Success Academy Charter School - Cobble Hill,ECC,46,100,,False
84K182,Success Academy Charter School - Williamsburg,ECC,42,93,,False
84K333,Explore Exceed Charter School,ECC,78,100,,False
84K355,Williamsburg Collegiate Charter School,MS,82,97,97.0,False
84K356,Achievement First Crown Heights Charter School,ES/MS,32,27,79.0,True
84K357,KIPP AMP Charter School,MS,55,85,93.0,True
84K358,Achievement First East New York Charter School,ES/MS,36,87,90.0,False
84K359,The Uft Charter School,ES/MS/HS,28,31,90.0,True
84K360,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,MS,51,100,96.0,False
84K362,Hellenic Classical Charter School,ES/MS,75,100,99.0,False
84K367,Success Academy Charter School - Bed-Stuy 1,ECC,40,100,,False
84K379,Explore Excel Charter School,ES,40,96,,True
84K386,Invictus Preparatory Charter School,MS,39,100,99.0,False
84K395,Roads Charter School I,HS,12,7,45.0,False
84K406,Teaching Firms of America-Professional Preparatory Charter School,ECC,66,84,,False
84K417,Urban Dove Charter School,HST,19,63,59.0,True
84K473,Williamsburg Charter High School,HS,44,95,88.0,True
84K486,New Dawn Charter High School,HS,29,89,49.0,True
84K508,Achievement First Endeavor Charter School,ES/MS,56,77,95.0,False
84K517,Leadership Prep Bedford Stuyvesant Charter School,ES/MS,57,92,97.0,False
84K536,Community Roots Charter School,ES,80,80,88.0,False
84K538,Achievement First Bushwick Charter School,ES/MS,57,53,86.0,False
84K593,Excellence Boys Charter School,ES/MS,68,96,99.0,True
84K608,Kings Collegiate Charter School,MS,81,69,91.0,False
84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,ES,48,95,,False
84K648,Bedford Stuyvesant Collegiate Charter School,MS,46,100,98.0,False
84K649,La Cima Charter School,ES,100,97,,False
84K651,PAVE Academy Charter School,ES,83,100,,False
84K652,Brooklyn Ascend Charter School,ES,40,90,100.0,True
84K693,Believe Northside Charter High School,HS,21,100,95.0,False
84K701,Brooklyn Charter School,ES,60,91,,False
84K702,Community Partnership Charter School,ES/MS,58,83,97.0,False
84K703,Beginning With Children Charter School,ES/MS,62,71,98.0,True
84K704,Explore Charter School,ES/MS,80,96,93.0,True
84K707,Brooklyn Prospect Charter School,MS/HS,55,100,80.0,False
84K710,Brownsville Collegiate Charter School,MS,39,100,64.0,False
84K711,Leadership Preparatory Brownsville Charter School,ES,74,100,,False
84K712,Excellence Girls Charter School,ES,40,92,,False
84K726,Fahari Academy Charter School,MS,75,100,94.0,True
84K730,Summit Academy Charter School,MS/HS,38,83,79.0,True
84K731,Brooklyn Excelsior Charter School,ES/MS,35,97,96.0,True
84K734,The Ethical Community Charter School (TECCS),ES,79,96,,True
84K737,Brownsville Ascend Charter School,ES,55,58,,False
84K740,Brooklyn Scholars Charter School,ES/MS,24,21,100.0,False
84K742,Explore Empower Charter School,ES,78,94,,False
84K744,Coney Island Preparatory Public Charter School,MS,85,100,95.0,False
84K746,Hebrew Language Academy Charter School,ES,86,100,,False
84K769,Hyde Leadership Charter School- Brooklyn,ECC,80,96,,False
84K774,Achievement First Apollo Charter School,ECC,40,93,,False
84K775,Leadership Preparatory Ocean Hill Charter School,ECC,69,97,,False
84K777,Ocean Hill Collegiate Charter School,MS,77,100,96.0,False
84K780,Brooklyn East Collegiate Charter School,MS,75,95,77.0,False
84K782,Bedford Stuyvesant New Beginnings Charter School,ES,67,80,,False
84K785,Imagine Me Leadership Charter School,ECC,36,29,,True
84K791,Brooklyn Dreams Charter School,ES,15,0,,True
84K792,The Cultural Arts Academy at Spring Creek Charter School,ECC,82,100,,False
84K793,Bushwick Ascend Charter School,ECC,27,32,,False
84K796,Lefferts Gardens Charter School,ECC,72,52,,True
84K797,New Hope Academy Charter School,ES,73,56,,False
84K888,Achievement First HS,HS,14,96,77.0,False
84K979,Uncommon Charter HS 2,HS,73,100,94.0,False
84K999,Uncommon Charter HS,HS,51,100,90.0,False
84M065,Democracy Prep Endurance Charter School,MS,93,100,99.0,False
84M068,KIPP Washington Heights Middle School,MS,96,83,,False
84M080,Manhattan Charter School II,ECC,73,100,,False
84M085,Global Community Charter School,ECC,32,90,,False
84M100,Neighborhood Charter School of Harlem,ECC,79,93,,False
84M279,The Opportunity Charter School,MS/HS,46,95,93.0,True
84M284,Harlem Children's Zone Promise Academy 1 Charter School,ES/MS/HS,67,87,90.0,True
84M320,Manhattan Charter School,ES,96,100,,False
84M329,Harlem Link Charter School,ES,61,87,,False
84M330,Girls Preparatory Charter School of New York,ES/MS,85,98,98.0,False
84M335,Harlem Village Academy Leadership Charter School,ES/MS,72,100,98.0,False
84M336,KIPP Infinity Charter School,ES/MS,69,78,90.0,False
84M337,New York Center for Autism Charter School,ES/MS,93,93,,False
84M341,Harlem Children's Zone Promise Academy II Charter School,ES/MS,84,96,100.0,True
84M350,Democracy Prep Charter School,MS/HS,60,93,87.0,False
84M351,Success Academy Charter School - Harlem 1,ES/MS,38,52,95.0,False
84M353,New Heights Academy Charter School,MS/HS,48,69,89.0,True
84M382,DREAM Charter School,ES,81,100,,False
84M384,Success Academy Charter School - Harlem 2,ES,27,50,,False
84M385,Success Academy Charter School - Harlem 3,ES,33,37,,False
84M386,Success Academy Charter School - Harlem 4,ES,37,92,,False
84M388,St. HOPE Leadership Academy Charter School,MS,91,100,99.0,False
84M430,The Equity Project Charter School (TEP),MS,97,100,96.0,False
84M433,Renaissance Charter High School for Innovation,HS,47,85,93.0,True
84M478,Inwood Academy for Leadership Charter School,MS,81,100,98.0,False
84M481,Democracy Prep Harlem Charter School,MS,56,93,94.0,True
84M482,Success Academy Charter School - Harlem 5,ECC,38,79,,False
84M483,New York French American Charter School,ES,51,88,,True
84M518,East Harlem Scholars Academy Charter School,ECC,75,100,,False
84M522,Broome Street Academy Charter School,HS,27,83,70.0,True
84M523,Success Academy Charter School - Upper West,ECC,60,91,,False
84M524,Innovate Manhattan Charter School,MS,22,28,67.0,True
84M702,Sisulu-Walker Charter School of Harlem,ES,50,82,,False
84M704,Harbor Science and Arts Charter School,ES/MS,66,78,76.0,False
84M705,Amber Charter School,ES,68,93,,False
84M707,John V. Lindsay Wildcat Academy Charter School,HST,49,59,33.0,False
84M708,Harlem Prep Charter School,ES,80,100,93.0,True
84M709,Harlem Village Academy Charter School,ES/MS,74,100,97.0,False
84M726,KIPP STAR College Prep Charter School,ES/MS,48,65,81.0,False
84M861,Future Leaders Institute Charter School,ES/MS,51,100,99.0,True
84M888,Harlem Village Academy HS,HS,52,85,93.0,True
84M999,KIPP NYC College Prep,HS,59,82,88.0,True
84Q083,Central Queens Academy Charter School,MS,92,100,,False
84Q170,Peninsula Preparatory Academy Charter School,ES,100,92,,False
84Q304,VOICE Charter School of New York,ES,71,90,,False
84Q321,Growing Up Green Charter School,ES,60,96,,False
84Q340,Challenge Preparatory Charter School,ECC,87,97,,False
84Q341,Riverton Street Charter School,ES,44,68,,False
84Q342,Rochdale Early Advantage Charter School,ECC,93,100,,False
84Q359,Academy of the City Charter School,ECC,40,94,,False
84Q704,Merrick Academy - Queens Public Charter School,ES,55,95,100.0,False
84Q705,Renaissance Charter School,ES/MS/HS,63,76,99.0,True
84Q706,Our World Neighborhood Charter School,ES/MS,42,78,99.0,False
84R067,John W. Lavelle Preparatory Charter School,MS/HS,67,97,99.0,False
84R071,Staten Island Community Charter School,ECC,85,96,,False
84R073,New World Preparatory Charter School,MS,56,92,97.0,False
84X124,Children's Aid Society Community Charter School,ECC,70,82,,False
84X133,Icahn Charter School 6,ECC,86,100,,False
84X165,Grand Concourse Academy Charter School,ES,80,100,,False
84X177,MOTT HALL CHARTER SCHOOL,MS,92,100,97.0,False
84X185,Bronx Lighthouse Charter School,ES/MS/HS,90,100,93.0,True
84X200,ROADS Charter School II,HS,13,100,39.0,False
84X202,New Visions Charter High School for Advanced Math and Science II,HS,65,92,93.0,False
84X208,New Visions Charter High School for the Humanities II,HS,50,87,94.0,True
84X233,Family Life Academy Charter School II,ECC,9,62,,False
84X255,Bronx Charter School for Excellence,ES/MS,85,98,100.0,False
84X256,Heketi Community Charter School,ECC,97,88,,False
84X258,Tech International Charter School,MS,100,90,100.0,True
84X309,South Bronx Charter School for International Cultures and the Arts,ES,86,100,,False
84X345,Hyde Leadership Charter School,ES/MS/HS,49,93,93.0,True
84X346,South Bronx Classical Charter School,ES,93,86,,True
84X347,International Leadership Charter High School,HS,55,91,56.0,True
84X378,Icahn Charter School 2,ES/MS,90,100,0.0,False
84X389,Bronx Global Learning Institute for Girls Charter School,ES,84,91,,False
84X393,Green Dot New York Charter School,HS,50,97,90.0,False
84X394,Mott Haven Academy Charter School,ES,67,90,,False
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",HS,52,97,95.0,True
84X398,Bronx Community Charter School,ES,87,91,,False
84X407,Bronx Charter School for Children,ES,70,44,,False
84X419,Bronx Academy of Promise Charter School,ES,76,100,98.0,False
84X422,Icahn Charter School 3,ES,47,88,100.0,False
84X461,Metropolitan Lighthouse Charter School,ES,87,100,,False
84X482,Dr. Richard Izquierdo Health and Science Charter School,MS,72,100,97.0,True
84X487,Girls Preparatory Charter School of the Bronx,ES,82,92,,False
84X488,The Equality Charter School,MS,80,100,97.0,False
84X491,Academic Leadership Charter School,ES,94,100,,False
84X493,Success Academy Charter School - Bronx 1,ECC,78,100,,False
84X494,Success Academy Charter School - Bronx 2,ECC,63,97,,False
84X496,Icahn Charter School 4,ES,90,100,,False
84X538,Icahn Charter School 5,ECC,53,100,,False
84X539,New Visions Charter High School for Advanced Math and Science,HS,39,91,61.0,True
84X553,New Visions Charter High School for the Humanities,HS,27,29,70.0,True
84X554,New York City Montessori Charter School,ECC,34,55,,True
84X703,Bronx Preparatory Charter School,MS/HS,51,90,84.0,True
84X704,KIPP Academy Charter School,ES/MS,62,70,94.0,False
84X705,Family Life Academy Charter School,ES/MS,99,90,100.0,False
84X706,Harriet Tubman Charter School,ES/MS,92,73,95.0,False
84X717,Icahn Charter School,ES/MS,77,100,100.0,False
84X718,Bronx Charter School for Better Learning,ES,66,100,,False
84X730,Bronx Charter School for the Arts,ES,37,58,,False
